,02_11_2022,02_10_2022
Kreis Borken,52226,50969
Ahaus,6252,6130
Bocholt,9067,8791
Borken,6299,6106
Gescher,1865,1807
Gronau,8457,8358
Heek,1166,1137
Heiden,1006,984
Isselburg,1189,1140
Legden,1010,976
Raesfeld,1181,1155
Reken,1694,1628
Rhede,2197,2126
Schöppingen,936,910
Stadtlohn,3279,3226
Südlohn,1052,1022
Velen,1880,1843
Vreden,3568,3504
abweichender Meldeort,128,126
