,10_19_2021,10_18_2021
Kreis Borken,16357,16341
Ahaus,1966,1965
Bocholt,2948,2948
Borken,1735,1733
Gescher,662,662
Gronau,3039,3031
Heek,422,422
Heiden,280,280
Isselburg,507,507
Legden,304,304
Raesfeld,432,432
Reken,527,527
Rhede,689,686
Schöppingen,333,332
Stadtlohn,811,810
Südlohn,234,234
Velen,473,473
Vreden,929,929
abweichender Meldeort,66,66
