,01_09_2022,01_08_2022
Kreis Borken,25386,25283
Ahaus,3222,3207
Bocholt,4406,4388
Borken,2659,2641
Gescher,927,923
Gronau,4674,4654
Heek,625,623
Heiden,452,451
Isselburg,690,690
Legden,456,456
Raesfeld,597,595
Reken,722,719
Rhede,1057,1055
Schöppingen,525,524
Stadtlohn,1342,1337
Südlohn,417,411
Velen,765,763
Vreden,1732,1728
abweichender Meldeort,118,118
