,09_01_2021,08_31_2021
Kreis Borken,15201,15132
Ahaus,1827,1815
Bocholt,2811,2799
Borken,1610,1600
Gescher,643,642
Gronau,2647,2638
Heek,411,410
Heiden,236,234
Isselburg,475,474
Legden,288,287
Raesfeld,405,403
Reken,506,505
Rhede,665,663
Schöppingen,311,311
Stadtlohn,738,730
Südlohn,220,220
Velen,455,451
Vreden,901,900
abweichender Meldeort,52,50
