,08_05_2021,08_04_2021
Kreis Borken,14210,14188
Ahaus,1704,1703
Bocholt,2615,2610
Borken,1508,1505
Gescher,628,628
Gronau,2366,2354
Heek,400,400
Heiden,228,228
Isselburg,454,453
Legden,284,284
Raesfeld,396,396
Reken,487,487
Rhede,627,627
Schöppingen,292,292
Stadtlohn,673,673
Südlohn,215,215
Velen,433,433
Vreden,858,858
abweichender Meldeort,42,42
