,07_12_2021,07_11_2021
Kreis Borken,13927,13927
Ahaus,1682,1682
Bocholt,2567,2567
Borken,1496,1496
Gescher,622,622
Gronau,2282,2282
Heek,397,397
Heiden,227,227
Isselburg,452,452
Legden,283,283
Raesfeld,393,393
Reken,486,486
Rhede,612,612
Schöppingen,288,288
Stadtlohn,656,656
Südlohn,215,215
Velen,421,421
Vreden,848,848
