,12_23_2021,12_22_2021
Kreis Borken,22688,22573
Ahaus,2649,2628
Bocholt,4143,4125
Borken,2386,2372
Gescher,864,861
Gronau,4192,4174
Heek,574,572
Heiden,422,422
Isselburg,673,672
Legden,421,420
Raesfeld,567,567
Reken,685,683
Rhede,1009,998
Schöppingen,454,453
Stadtlohn,1231,1219
Südlohn,355,352
Velen,685,684
Vreden,1269,1262
abweichender Meldeort,109,109
