,12_28_2021,Vortag
Bad Oeynhausen,4111,4102
Espelkamp,4025,4020
Hille,880,876
Hüllhorst,1274,1268
Lübbecke,2745,2744
Minden,7299,7263
Petershagen,1515,1511
Porta Westfalica,2547,2536
Preußisch Oldendorf,1175,1174
Rahden,1328,1325
Stemwede,848,845
