,08_19_2021,Vortag
Bad Oeynhausen,2280,2265
Espelkamp,1851,1848
Hille,534,531
Hüllhorst,732,731
Lübbecke,1542,1540
Minden,4416,4391
Petershagen,938,935
Porta Westfalica,1277,1271
Preußisch Oldendorf,693,693
Rahden,801,799
Stemwede,566,565
