,11_26_2021,Vortag
Bad Oeynhausen,3412,3372
Espelkamp,3519,3491
Hille,726,708
Hüllhorst,1114,1104
Lübbecke,2413,2390
Minden,6085,6027
Petershagen,1251,1243
Porta Westfalica,2141,2126
Preußisch Oldendorf,1037,1029
Rahden,1152,1149
Stemwede,763,758
