,09_16_2021,Vortag
Bad Oeynhausen,2553,2537
Espelkamp,2147,2136
Hille,568,566
Hüllhorst,857,852
Lübbecke,1671,1669
Minden,4850,4837
Petershagen,988,985
Porta Westfalica,1457,1454
Preußisch Oldendorf,747,739
Rahden,866,865
Stemwede,603,603
