,11_13_2021,Vortag
Bad Oeynhausen,3107,3088
Espelkamp,3224,3212
Hille,648,645
Hüllhorst,1025,1017
Lübbecke,2163,2152
Minden,5553,5524
Petershagen,1144,1138
Porta Westfalica,1925,1913
Preußisch Oldendorf,935,931
Rahden,1071,1065
Stemwede,695,690
