,01_06_2022,Vortag
Bad Oeynhausen,4291,4253
Espelkamp,4138,4123
Hille,965,952
Hüllhorst,1334,1328
Lübbecke,2834,2823
Minden,7794,7712
Petershagen,1572,1565
Porta Westfalica,2686,2659
Preußisch Oldendorf,1208,1206
Rahden,1384,1377
Stemwede,879,874
