,09_30_2021,Vortag
Bad Oeynhausen,2673,2663
Espelkamp,2414,2376
Hille,576,576
Hüllhorst,886,884
Lübbecke,1724,1713
Minden,4958,4946
Petershagen,1026,1026
Porta Westfalica,1526,1523
Preußisch Oldendorf,770,769
Rahden,893,888
Stemwede,613,613
