,01_19_2022,Vortag
Bad Oeynhausen,4884,4798
Espelkamp,4406,4366
Hille,1102,1080
Hüllhorst,1425,1412
Lübbecke,3155,3090
Minden,8748,8639
Petershagen,1723,1695
Porta Westfalica,3008,2973
Preußisch Oldendorf,1315,1289
Rahden,1507,1475
Stemwede,945,935
