,12_18_2021,Vortag
Bad Oeynhausen,4003,3990
Espelkamp,3931,3924
Hille,852,850
Hüllhorst,1242,1237
Lübbecke,2695,2682
Minden,6923,6892
Petershagen,1470,1464
Porta Westfalica,2440,2432
Preußisch Oldendorf,1154,1147
Rahden,1293,1290
Stemwede,830,830
