,11_15_2021,Vortag
Bad Oeynhausen,3120,3107
Espelkamp,3248,3224
Hille,653,648
Hüllhorst,1038,1025
Lübbecke,2177,2163
Minden,5575,5553
Petershagen,1147,1144
Porta Westfalica,1934,1925
Preußisch Oldendorf,954,935
Rahden,1083,1071
Stemwede,708,695
