,08_15_2021,Vortag
Bad Oeynhausen,2235,2235
Espelkamp,1832,1829
Hille,527,526
Hüllhorst,729,729
Lübbecke,1531,1524
Minden,4331,4319
Petershagen,931,930
Porta Westfalica,1250,1246
Preußisch Oldendorf,686,683
Rahden,795,793
Stemwede,565,563
