,12_14_2021,Vortag
Bad Oeynhausen,3938,3902
Espelkamp,3900,3864
Hille,846,837
Hüllhorst,1231,1217
Lübbecke,2665,2649
Minden,6793,6726
Petershagen,1444,1422
Porta Westfalica,2409,2375
Preußisch Oldendorf,1134,1130
Rahden,1271,1257
Stemwede,826,823
