,08_16_2021,Vortag
Bad Oeynhausen,2246,2235
Espelkamp,1838,1832
Hille,530,527
Hüllhorst,730,729
Lübbecke,1536,1531
Minden,4356,4331
Petershagen,930,931
Porta Westfalica,1258,1250
Preußisch Oldendorf,690,686
Rahden,795,795
Stemwede,565,565
