,10_01_2021,Vortag
Bad Oeynhausen,2677,2673
Espelkamp,2440,2414
Hille,577,576
Hüllhorst,888,886
Lübbecke,1730,1724
Minden,4964,4958
Petershagen,1028,1026
Porta Westfalica,1532,1526
Preußisch Oldendorf,772,770
Rahden,895,893
Stemwede,616,613
