,02_01_2022,Vortag
Bad Oeynhausen,6270,5996
Espelkamp,5066,4967
Hille,1435,1365
Hüllhorst,1686,1639
Lübbecke,3823,3705
Minden,11008,10632
Petershagen,2159,2091
Porta Westfalica,3849,3681
Preußisch Oldendorf,1578,1525
Rahden,1792,1751
Stemwede,1137,1098
