,08_31_2021,Vortag
Bad Oeynhausen,2370,2355
Espelkamp,1938,1933
Hille,556,554
Hüllhorst,791,788
Lübbecke,1601,1600
Minden,4642,4627
Petershagen,951,950
Porta Westfalica,1363,1357
Preußisch Oldendorf,713,710
Rahden,838,834
Stemwede,588,588
