,01_18_2022,Vortag
Bad Oeynhausen,4798,4727
Espelkamp,4366,4343
Hille,1080,1068
Hüllhorst,1412,1406
Lübbecke,3090,3058
Minden,8639,8533
Petershagen,1695,1681
Porta Westfalica,2973,2931
Preußisch Oldendorf,1289,1284
Rahden,1475,1462
Stemwede,935,927
