,09_15_2021,Vortag
Bad Oeynhausen,2537,2532
Espelkamp,2136,2117
Hille,566,565
Hüllhorst,852,846
Lübbecke,1669,1666
Minden,4837,4822
Petershagen,985,978
Porta Westfalica,1454,1454
Preußisch Oldendorf,739,738
Rahden,865,862
Stemwede,603,602
