,10_27_2021,Vortag
Bad Oeynhausen,2903,2877
Espelkamp,2924,2898
Hille,616,610
Hüllhorst,953,947
Lübbecke,1908,1897
Minden,5265,5232
Petershagen,1083,1074
Porta Westfalica,1706,1672
Preußisch Oldendorf,823,817
Rahden,989,977
Stemwede,661,660
