,01_12_2022,Vortag
Bad Oeynhausen,4528,4489
Espelkamp,4247,4224
Hille,1017,1010
Hüllhorst,1369,1364
Lübbecke,2922,2901
Minden,8185,8077
Petershagen,1625,1613
Porta Westfalica,2822,2788
Preußisch Oldendorf,1246,1235
Rahden,1425,1412
Stemwede,900,894
