,09_27_2021,Vortag
Bad Oeynhausen,2652,2637
Espelkamp,2317,2281
Hille,576,574
Hüllhorst,880,870
Lübbecke,1708,1701
Minden,4929,4920
Petershagen,1021,1013
Porta Westfalica,1513,1503
Preußisch Oldendorf,764,760
Rahden,885,877
Stemwede,610,605
