Ort,Gesamtzahl
Ahlen,3863
Beckum,1643
Beelen,280
Drensteinfurt,383
Ennigerloh,858
Everswinkel,266
Oelde,1710
Ostbevern,405
Sassenberg,519
Sendenhorst,425
Telgte,729
Wadersloh,596
Warendorf,1331
GESAMT,13008
