Ort,Gesamtzahl
Ahlen,6409
Beckum,3115
Beelen,578
Drensteinfurt,942
Ennigerloh,1567
Everswinkel,636
Oelde,2778
Ostbevern,861
Sassenberg,1212
Sendenhorst,962
Telgte,1280
Wadersloh,1152
Warendorf,2817
GESAMT,24309
