Ort,Gesamtzahl
Ahlen,4848
Beckum,2400
Beelen,471
Drensteinfurt,593
Ennigerloh,1169
Everswinkel,478
Oelde,2211
Ostbevern,639
Sassenberg,888
Sendenhorst,582
Telgte,1026
Wadersloh,901
Warendorf,2174
GESAMT,18380
