Ort,Gesamtzahl
Ahlen,3789
Beckum,1602
Beelen,267
Drensteinfurt,377
Ennigerloh,839
Everswinkel,262
Oelde,1667
Ostbevern,403
Sassenberg,513
Sendenhorst,412
Telgte,723
Wadersloh,581
Warendorf,1263
GESAMT,12698
