Ort,Gesamtzahl
Ahlen,6675
Beckum,3169
Beelen,588
Drensteinfurt,969
Ennigerloh,1599
Everswinkel,648
Oelde,2822
Ostbevern,870
Sassenberg,1226
Sendenhorst,982
Telgte,1295
Wadersloh,1165
Warendorf,2866
GESAMT,24874
