Ort,Gesamtzahl
Ahlen,8621
Beckum,4132
Beelen,748
Drensteinfurt,1326
Ennigerloh,1925
Everswinkel,781
Oelde,3433
Ostbevern,1021
Sassenberg,1450
Sendenhorst,1279
Telgte,1470
Wadersloh,1362
Warendorf,3440
GESAMT,30988
