Ort,Gesamtzahl
Ahlen,3472
Beckum,1457
Beelen,244
Drensteinfurt,360
Ennigerloh,781
Everswinkel,233
Oelde,1566
Ostbevern,391
Sassenberg,492
Sendenhorst,386
Telgte,631
Wadersloh,548
Warendorf,1134
GESAMT,11695
