Ort,Gesamtzahl
Ahlen,3901
Beckum,1694
Beelen,286
Drensteinfurt,391
Ennigerloh,870
Everswinkel,271
Oelde,1720
Ostbevern,406
Sassenberg,523
Sendenhorst,430
Telgte,739
Wadersloh,599
Warendorf,1349
GESAMT,13179
