Ort,Gesamtzahl
Ahlen,3824
Beckum,1613
Beelen,275
Drensteinfurt,381
Ennigerloh,847
Everswinkel,263
Oelde,1674
Ostbevern,407
Sassenberg,515
Sendenhorst,413
Telgte,723
Wadersloh,588
Warendorf,1294
GESAMT,12817
