Ort,Gesamtzahl
Ahlen,4335
Beckum,2034
Beelen,408
Drensteinfurt,510
Ennigerloh,1013
Everswinkel,358
Oelde,1983
Ostbevern,530
Sassenberg,739
Sendenhorst,481
Telgte,900
Wadersloh,709
Warendorf,1813
GESAMT,15813
