Ort,Gesamtzahl
Ahlen,4429
Beckum,2107
Beelen,416
Drensteinfurt,526
Ennigerloh,1036
Everswinkel,398
Oelde,2034
Ostbevern,546
Sassenberg,775
Sendenhorst,499
Telgte,912
Wadersloh,730
Warendorf,1877
GESAMT,16285
