Ort,Gesamtzahl
Ahlen,4322
Beckum,2026
Beelen,404
Drensteinfurt,505
Ennigerloh,1009
Everswinkel,346
Oelde,1970
Ostbevern,530
Sassenberg,733
Sendenhorst,477
Telgte,885
Wadersloh,706
Warendorf,1796
GESAMT,15709
