Ort,Gesamtzahl
Ahlen,3514
Beckum,1468
Beelen,245
Drensteinfurt,361
Ennigerloh,793
Everswinkel,235
Oelde,1589
Ostbevern,395
Sassenberg,497
Sendenhorst,389
Telgte,634
Wadersloh,552
Warendorf,1150
GESAMT,11822
