Ort,Gesamtzahl
Ahlen,5219
Beckum,2620
Beelen,522
Drensteinfurt,717
Ennigerloh,1335
Everswinkel,559
Oelde,2350
Ostbevern,694
Sassenberg,1056
Sendenhorst,723
Telgte,1108
Wadersloh,970
Warendorf,2451
GESAMT,20324
