Ort,Gesamtzahl
Ahlen,3940
Beckum,1709
Beelen,287
Drensteinfurt,394
Ennigerloh,874
Everswinkel,273
Oelde,1733
Ostbevern,407
Sassenberg,529
Sendenhorst,432
Telgte,740
Wadersloh,603
Warendorf,1358
GESAMT,13279
