Ort,Gesamtzahl
Ahlen,5796
Beckum,2852
Beelen,550
Drensteinfurt,840
Ennigerloh,1437
Everswinkel,592
Oelde,2560
Ostbevern,819
Sassenberg,1130
Sendenhorst,828
Telgte,1188
Wadersloh,1074
Warendorf,2632
GESAMT,22298
