Ort,Gesamtzahl
Ahlen,10209
Beckum,5582
Beelen,916
Drensteinfurt,1722
Ennigerloh,2480
Everswinkel,991
Oelde,4307
Ostbevern,1312
Sassenberg,1837
Sendenhorst,1594
Telgte,1825
Wadersloh,1617
Warendorf,4310
GESAMT,38702
