Ort,Gesamtzahl
Ahlen,3553
Beckum,1473
Beelen,245
Drensteinfurt,362
Ennigerloh,794
Everswinkel,240
Oelde,1598
Ostbevern,395
Sassenberg,499
Sendenhorst,390
Telgte,637
Wadersloh,557
Warendorf,1153
GESAMT,11896
