Ort,Gesamtzahl
Ahlen,3507
Beckum,1466
Beelen,244
Drensteinfurt,361
Ennigerloh,792
Everswinkel,235
Oelde,1585
Ostbevern,395
Sassenberg,496
Sendenhorst,389
Telgte,633
Wadersloh,552
Warendorf,1147
GESAMT,11802
