Ort,Gesamtzahl
Ahlen,4079
Beckum,1832
Beelen,345
Drensteinfurt,430
Ennigerloh,924
Everswinkel,281
Oelde,1814
Ostbevern,449
Sassenberg,612
Sendenhorst,450
Telgte,763
Wadersloh,625
Warendorf,1492
GESAMT,14096
