Ort,Gesamtzahl
Ahlen,3563
Beckum,1478
Beelen,245
Drensteinfurt,364
Ennigerloh,798
Everswinkel,245
Oelde,1600
Ostbevern,395
Sassenberg,500
Sendenhorst,390
Telgte,641
Wadersloh,559
Warendorf,1162
GESAMT,11940
