Ort,Gesamtzahl
Ahlen,5098
Beckum,2564
Beelen,508
Drensteinfurt,680
Ennigerloh,1284
Everswinkel,540
Oelde,2311
Ostbevern,676
Sassenberg,1015
Sendenhorst,683
Telgte,1085
Wadersloh,958
Warendorf,2378
GESAMT,19780
