Ort,Gesamtzahl
Ahlen,9508
Beckum,4911
Beelen,855
Drensteinfurt,1556
Ennigerloh,2180
Everswinkel,894
Oelde,3925
Ostbevern,1194
Sassenberg,1642
Sendenhorst,1453
Telgte,1654
Wadersloh,1489
Warendorf,3835
GESAMT,35096
