Ort,Gesamtzahl
Ahlen,4953
Beckum,2482
Beelen,487
Drensteinfurt,628
Ennigerloh,1212
Everswinkel,503
Oelde,2251
Ostbevern,657
Sassenberg,948
Sendenhorst,616
Telgte,1056
Wadersloh,935
Warendorf,2276
GESAMT,19004
