Ort,Gesamtzahl
Ahlen,3644
Beckum,1527
Beelen,240
Drensteinfurt,371
Ennigerloh,811
Everswinkel,253
Oelde,1640
Ostbevern,401
Sassenberg,505
Sendenhorst,402
Telgte,688
Wadersloh,564
Warendorf,1211
GESAMT,12257
