Ort,Gesamtzahl
Ahlen,3480
Beckum,1458
Beelen,244
Drensteinfurt,360
Ennigerloh,784
Everswinkel,234
Oelde,1567
Ostbevern,392
Sassenberg,492
Sendenhorst,388
Telgte,632
Wadersloh,551
Warendorf,1139
GESAMT,11721
