Ort,Gesamtzahl
Ahlen,4220
Beckum,1938
Beelen,376
Drensteinfurt,479
Ennigerloh,969
Everswinkel,307
Oelde,1896
Ostbevern,501
Sassenberg,708
Sendenhorst,465
Telgte,850
Wadersloh,677
Warendorf,1673
GESAMT,15059
