Ort,Gesamtzahl
Ahlen,4594
Beckum,2242
Beelen,446
Drensteinfurt,548
Ennigerloh,1079
Everswinkel,447
Oelde,2111
Ostbevern,585
Sassenberg,842
Sendenhorst,532
Telgte,969
Wadersloh,809
Warendorf,2001
GESAMT,17205
