Ort,Gesamtzahl
Ahlen,3475
Beckum,1458
Beelen,244
Drensteinfurt,360
Ennigerloh,783
Everswinkel,233
Oelde,1566
Ostbevern,392
Sassenberg,492
Sendenhorst,386
Telgte,631
Wadersloh,550
Warendorf,1136
GESAMT,11706
