Ort,Gesamtzahl
Ahlen,3480
Beckum,1460
Beelen,244
Drensteinfurt,361
Ennigerloh,789
Everswinkel,234
Oelde,1571
Ostbevern,392
Sassenberg,492
Sendenhorst,389
Telgte,633
Wadersloh,551
Warendorf,1143
GESAMT,11739
