Ort,Gesamtzahl
Ahlen,3469
Beckum,1455
Beelen,244
Drensteinfurt,360
Ennigerloh,781
Everswinkel,233
Oelde,1566
Ostbevern,391
Sassenberg,489
Sendenhorst,386
Telgte,631
Wadersloh,547
Warendorf,1133
GESAMT,11685
