Ort,Gesamtzahl
Ahlen,4453
Beckum,2125
Beelen,419
Drensteinfurt,530
Ennigerloh,1040
Everswinkel,407
Oelde,2047
Ostbevern,549
Sassenberg,783
Sendenhorst,501
Telgte,823
Wadersloh,738
Warendorf,1897
GESAMT,16312
