Ort,Gesamtzahl
Ahlen,9223
Beckum,4627
Beelen,819
Drensteinfurt,1472
Ennigerloh,2071
Everswinkel,837
Oelde,3743
Ostbevern,1105
Sassenberg,1568
Sendenhorst,1372
Telgte,1573
Wadersloh,1448
Warendorf,3708
GESAMT,33566
