Ort,Gesamtzahl
Ahlen,3612
Beckum,1505
Beelen,248
Drensteinfurt,368
Ennigerloh,804
Everswinkel,247
Oelde,1623
Ostbevern,399
Sassenberg,504
Sendenhorst,399
Telgte,656
Wadersloh,564
Warendorf,1193
GESAMT,12122
