Ort,Gesamtzahl
Ahlen,4094
Beckum,1838
Beelen,347
Drensteinfurt,432
Ennigerloh,929
Everswinkel,283
Oelde,1822
Ostbevern,452
Sassenberg,618
Sendenhorst,450
Telgte,764
Wadersloh,625
Warendorf,1501
GESAMT,14155
