Ort,Gesamtzahl
Ahlen,3477
Beckum,1458
Beelen,244
Drensteinfurt,360
Ennigerloh,784
Everswinkel,233
Oelde,1566
Ostbevern,392
Sassenberg,492
Sendenhorst,387
Telgte,631
Wadersloh,550
Warendorf,1136
GESAMT,11710
